, -199393
10870, -199393
10890, -199393
10910, -199393
10920, -199393
10940, -199393
10960, -þ0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
10, 0
10, 0
20, 0
30, 0
40, 0
40, 0
50, 0
60, 0
70, 0
70, 0
80, 0
90, 0
90, 0
100, 0
110, 0
120, 0
130, 0
140, 0
140, 0
150, 0
160, 0
170, 0
180, 0
190, 0
190, 0
200, 0
210, 0
220, 0
230, 0
240, 0
240, 0
250, 0
260, 0
270, 0
280, 0
290, 0
290, 0
300, 0
310, 0
320, 0
330, 0
330, 0
340, 0
350, 0
360, 0
370, 0
380, 0
380, 0
390, 0
400, 0
410, 0
420, 0
430, 0
430, 0
440, 0
450, 0
460, 0
470, 0
480, 0
480, 0
490, 0
500, 0
510, 0
520, 0
530, 0
530, 0
540, 0
550, 0
560, 0
570, 0
580, 0
580, 0
590, 0
600, 0
610, 0
620, 0
630, 0
630, 0
640, 0
650, 0
660, 0
670, 0
680, 0
680, 0
690, 0
700, 0
710, 0
720, 0
730, 0
730, 0
740, 0
750, 0
760, 0
770, 0
780, 0
780, 0
790, 0
800, 0
810, 0
820, 0
830, 0
830, 0
840, 0
850, 0
860, 0
870, 0
880, 0
880, 0
890, 0
900, 0
910, 0
920, 0
930, 0
930, 0
940, 0
950, 0
960, 0
970, 0
980, 0
980, 0
990, 0
1000, 0
1010, 0
1020, 0
1030, 0
1040, 0
1050, 0
1060, 0
1070, 0
1080, 0
1080, 0
1090, 0
1100, 0
1110, 0
1120, 0
1130, 0
1140, 0
1150, 0
1160, 0
1170, 0
1180, 0
1190, 0
1200, 0
1210, 0
1220, 0
1230, 0
1230, 0
1240, 0
1250, 0
1260, 0
1270, 0
1280, 0
1290, 0
1300, 0
1310, 0
1320, 0
1330, 0
1340, 0
1350, 0
1360, 0
1370, 0
1370, 0
1380, 0
1390, 0
1400, 0
1410, 0
1420, 0
1430, 0
1440, 0
1450, 0
1460, 0
1470, 0
1480, 0
1490, 0
1500, 0
1510, 0
1520, 0
1520, 0
1530, 0
1540, 0
1550, 0
1560, 0
1570, 0
1580, 0
1590, 0
1600, 0
1610, 0
1620, 0
1630, 0
1640, 0
1650, 0
1660, 0
1670, 0
1670, 0
1680, 0
1690, 0
1700, 0
1710, 0
1720, 0
1730, 0
1740, 0
1750, 0
1760, 0
1770, 0
1780, 0
1790, 0
1800, 0
1810, 0
1810, 0
1820, 0
1830, 0
1840, 0
1850, 0
1860, 0
1870, 0
1880, 0
1890, 0
1900, 0
1910, 0
1920, 0
1930, 0
1940, 0
1950, 0
1960, -3
1970, -13
1980, -25
1990, -36
2000, -48
2010, -64
2020, -80
2030, -98
2050, -128
2060, -146
2070, -175
2080, -200
2100, -232
2110, -251
2120, -279
2130, -303
2150, -335
2160, -354
2170, -382
2180, -406
2200, -437
2210, -456
2220, -482
2230, -504
2250, -534
2260, -551
2270, -577
2280, -599
2300, -631
2310, -647
2320, -674
2330, -695
2350, -727
2360, -744
2370, -770
2380, -790
2400, -818
2410, -835
2420, -854
2430, -877
2450, -899
2460, -916
2470, -933
2480, -949
2500, -974
2510, -987
2520, -1004
2530, -1028
2550, -1046
2560, -1067
2570, -1086
2590, -1107
2600, -1131
2610, -1150
2630, -1174
2640, -1194
2660, -1224
2670, -1240
2680, -1264
2700, -1289
2710, -1308
2720, -1333
2740, -1356
2750, -1379
2760, -1400
2780, -1428
2790, -1446
2800, -1472
2820, -1494
2830, -1520
2840, -1542
2860, -1568
2870, -1591
2890, -1625
2900, -1643
2910, -1669
2930, -1695
2940, -1720
2950, -1744
2970, -1775
2980, -1796
2990, -1826
3010, -1851
3020, -1877
3030, -1902
3050, -1933
3060, -1957
3070, -1984
3090, -2011
3100, -2039
3110, -2067
3130, -2092
3140, -2123
3160, -2152
