2800, -199840
12810, -199840
12830, -199840
12850, -199840
12860, -199840
12880, -199840
12900, -199840
1291ü0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
10, 0
10, 0
20, 0
30, 0
40, 0
40, 0
50, 0
60, 0
70, 0
70, 0
80, 0
90, 0
90, 0
100, 0
110, 0
120, 0
130, 0
140, 0
140, 0
150, 0
160, 0
170, 0
180, 0
190, 0
190, 0
200, 0
210, 0
220, 0
230, 0
240, 0
240, 0
250, 0
260, 0
270, 0
280, 0
290, 0
290, 0
300, 0
310, 0
320, 0
330, 0
330, 0
340, 0
350, 0
360, 0
370, 0
380, 0
380, 0
390, 0
400, 0
410, 0
420, 0
430, 0
430, 0
440, 0
450, 0
460, 0
470, 0
480, 0
480, 0
490, 0
500, 0
510, 0
520, 0
530, 0
530, 0
540, 0
550, 0
560, 0
570, 0
580, 0
580, 0
590, 0
600, 0
610, 0
620, 0
630, 0
630, 0
640, 0
650, 0
660, 0
670, 0
680, 0
680, 0
690, 0
700, 0
710, 0
720, 0
730, 0
730, 0
740, 0
750, 0
760, 0
770, 0
780, 0
780, 0
790, 0
800, 0
810, 0
820, 0
830, 0
830, 0
840, 0
850, 0
860, 0
870, 0
880, 0
880, 0
890, 0
900, 0
910, 0
920, 0
930, 0
930, 0
940, 0
950, 0
960, 0
970, 0
980, 0
980, 0
990, 0
1000, 0
1010, 0
1020, 0
1030, 0
1040, 0
1050, 0
1060, 0
1070, 0
1080, 0
1080, 0
1090, 0
1100, 0
1110, 0
1120, 0
1130, 0
1140, 0
1150, 0
1160, 0
1170, 0
1180, 0
1190, 0
1200, 0
1210, 0
1220, 0
1230, 0
1230, 0
1240, 0
1250, 0
1260, 0
1270, 0
1280, 0
1290, 0
1300, 0
1310, 0
1320, 0
1330, 0
1340, 0
1350, 0
1360, 0
1370, 0
1370, 0
1380, 0
1390, 0
1400, 0
1410, 0
1420, 0
1430, 0
1440, 0
1450, 0
1460, 0
1470, 0
1480, 0
1490, 0
1500, 0
1510, 0
1520, 0
1520, 0
1530, 0
1540, 0
1550, 0
1560, 0
1570, 0
1580, 0
1590, 0
1600, 0
1610, 0
1620, 0
1630, -2
1640, -9
1650, -17
1660, -27
1670, -40
1680, -54
1690, -67
1710, -92
1720, -117
1730, -143
1740, -172
1750, -202
1770, -232
1780, -264
1790, -296
1800, -328
1820, -367
1830, -398
1840, -434
1850, -475
1870, -519
1880, -560
1890, -600
1900, -637
1920, -682
1930, -721
1940, -765
1950, -807
1970, -854
1980, -889
1990, -931
2000, -976
2020, -1023
2030, -1068
2040, -1113
2060, -1161
2070, -1203
2080, -1250
2100, -1295
2110, -1339
2120, -1381
2140, -1423
2150, -1466
2170, -1516
2180, -1555
2190, -1593
2210, -1637
2220, -1671
2230, -1712
2250, -1758
2260, -1791
2270, -1831
2290, -1876
2300, -1916
2310, -1960
2330, -2001
2340, -2047
2350, -2093
2370, -2138
2380, -2183
2400, -2234
2410, -2271
2420, -2318
2440, -2372
2450, -2411
2460, -2456
2480, -2503
2490, -2543
2500, -2586
2520, -2631
2530, -2670
2540, -2707
2560, -2742
2570, -2773
2580, -2808
2600, -2841
2610, -2867
